Punch,X,Y,Slice,dist_to_boundary,edge
T1S09,61.40236071,37.88356659,T1S,1.2161264054715994,TRUE
T1S14,53.93831228,36.89774887,T1S,2.9914525370723988,FALSE
T1S15,59.28989417,40.98185084,T1S,2.702460584060286,FALSE
T1S16,51.68501463,37.03857997,T1S,0.7568953124705734,TRUE
T1S17,52.81166346,40.13686423,T1S,1.6147039318625678,TRUE
T1V03,9.576514973,65.90895599,T1V,0.9437548846581899,TRUE
T1V05,10.8439949,64.07815166,T1V,2.6945779011973325,TRUE
T1V06,8.027372845,62.81067174,T1V,1.824039895933756,TRUE
T1V08,11.68898151,61.12069851,T1V,3.5730763864278523,TRUE
T1V09,9.294852768,61.12069851,T1V,3.471395670665379,TRUE
T1V11,13.37895474,58.58573866,T1V,2.4728692701701025,TRUE
T1V12,10.70316379,59.14906307,T1V,4.989018665542923,TRUE
T1V16,14.78726577,56.19160992,T1V,1.2902742663466802,TRUE
T1V17,10.984826,55.2057922,T1V,4.354721391457361,TRUE
T1V19,9.154021666,57.17742763,T1V,3.3164345991392272,TRUE
T1V20,14.08311025,52.81166346,T1V,0.769305818657093,TRUE
T1V21,11.54815041,53.51581897,T1V,2.717379586548451,TRUE
T1V24,7.464048435,54.50163669,T1V,1.259971578360914,TRUE
T1Y08,30.27868705,61.82485402,T1Y,0.9388788447020786,TRUE
T1Y13,22.81463861,59.28989417,T1Y,2.5715118258089547,TRUE
T1Y14,25.34959846,58.86740086,T1Y,5.015993620538383,TRUE
T1Y15,28.58871382,59.00823197,T1Y,4.047835055614819,TRUE
T1Y18,22.95546972,56.47327212,T1Y,2.526477072145918,TRUE
T1Y19,26.47624728,56.33244102,T1Y,4.577384428803082,TRUE
T1Y21,30.84201146,56.47327212,T1Y,1.668330345190002,TRUE
T1Y22,25.77209177,53.37498787,T1Y,1.5937686882738302,TRUE
T1Y24,21.54715869,61.54319181,T1Y,0.3667676962645074,TRUE
T1Z1,41.40434415,63.09233394,T1Z,1.4978960911203723,TRUE
T1Z3,40.27769533,59.00823197,T1Z,5.053841599102908,TRUE
T1Z5,40.84101974,53.51581897,T1Z,1.6577117779749115,TRUE
T1AB02,54.36080558,54.50163669,T1AB,0.9513256491962884,TRUE
T1AB03,51.96667684,56.33244102,T1AB,0.6655002196164909,TRUE
T1AB05,57.88158315,55.0649611,T1AB,1.552439651885174,TRUE
T1AB07,60.8390363,58.72656976,T1AB,1.2037548492030445,TRUE
T1AB08,56.47327212,57.88158315,T1AB,4.627143767106998,TRUE
T1AB09,58.58573866,58.86740086,T1AB,3.4285479993470513,TRUE
T1AB11,54.21997448,59.14906307,T1AB,3.5727978973638135,TRUE
T1AB12,56.05077881,60.27571189,T1AB,4.075640261871984,TRUE
T1AB13,58.16324535,61.12069851,T1AB,2.6643598076638955,TRUE
T1AB14,52.24833905,59.85321858,T1AB,1.4836408377823787,TRUE
T1AB15,54.36080558,62.38817843,T1AB,1.548748215550891,TRUE
T1AB16,56.05077881,63.37399615,T1AB,1.0545430435115153,TRUE
T1AB17,58.02241425,63.23316504,T1AB,0.9057312237375462,TRUE
